date,material,news_summary,market_analysis,price_grade,delhi_price_rs_mt,mumbai_price_rs_mt,price_date,news_url,article_heading,article_date,article_author,article_body
07 Jul 2026 15:53 IST,LLDPE,"SNAPSHOT: Nepal market as of July 07, 2026","Category: LLDPE | Title: SNAPSHOT: Nepal market as of July 07, 2026 | Published: 07 Jul 2026 15:53 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496525/lldpe,,,,
07 Jul 2026 15:49 IST,LLDPE,"SNAPSHOT: Vietnam markets as of July 07, 2026","Category: LLDPE | Title: SNAPSHOT: Vietnam markets as of July 07, 2026 | Published: 07 Jul 2026 15:49 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496505/lldpe,,,,
07 Jul 2026 15:46 IST,LLDPE,"Closing Price: Dalian Commodity Exchange As On July 7, 2026","Category: LLDPE | Title: Closing Price: Dalian Commodity Exchange As On July 7, 2026 | Published: 07 Jul 2026 15:46 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496496/lldpe,,,,
07 Jul 2026 15:30 IST,LLDPE,Ethylene prices quote mixed in Europe,Category: LLDPE | Title: Ethylene prices quote mixed in Europe | Published: 07 Jul 2026 15:30 IST,N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496382/lldpe,,,,
07 Jul 2026 17:35 IST,PVC,"SNAPSHOT: Delhi market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Delhi market as of July 07, 2026 | Published: 07 Jul 2026 17:35 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496509/pvc,,,,
07 Jul 2026 17:20 IST,PVC,"SNAPSHOT: Ahmedabad market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Ahmedabad market as of July 07, 2026 | Published: 07 Jul 2026 17:20 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496510/pvc,,,,
07 Jul 2026 17:15 IST,PVC,"SNAPSHOT: Chennai market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Chennai market as of July 07, 2026 | Published: 07 Jul 2026 17:15 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496511/pvc,,,,
07 Jul 2026 17:12 IST,PVC,"SNAPSHOT: Kolkata market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Kolkata market as of July 07, 2026 | Published: 07 Jul 2026 17:12 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496512/pvc,,,,
07 Jul 2026 17:10 IST,PVC,"SNAPSHOT: Bangalore market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Bangalore market as of July 07, 2026 | Published: 07 Jul 2026 17:10 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496513/pvc,,,,
07 Jul 2026 17:05 IST,PVC,"SNAPSHOT: Hyderabad market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Hyderabad market as of July 07, 2026 | Published: 07 Jul 2026 17:05 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496514/pvc,,,,
07 Jul 2026 16:55 IST,PVC,"SNAPSHOT: Indore market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Indore market as of July 07, 2026 | Published: 07 Jul 2026 16:55 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496515/pvc,,,,
07 Jul 2026 16:40 IST,PVC,"SNAPSHOT: Kanpur market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Kanpur market as of July 07, 2026 | Published: 07 Jul 2026 16:40 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496516/pvc,,,,
07 Jul 2026 16:38 IST,PVC,"SNAPSHOT: Punjab market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Punjab market as of July 07, 2026 | Published: 07 Jul 2026 16:38 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496517/pvc,,,,
07 Jul 2026 16:35 IST,PVC,"SNAPSHOT: Rajasthan market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Rajasthan market as of July 07, 2026 | Published: 07 Jul 2026 16:35 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496518/pvc,,,,
07 Jul 2026 16:25 IST,PVC,"SNAPSHOT: Kerala market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Kerala market as of July 07, 2026 | Published: 07 Jul 2026 16:25 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496519/pvc,,,,
07 Jul 2026 16:20 IST,PVC,"SNAPSHOT: Patna market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Patna market as of July 07, 2026 | Published: 07 Jul 2026 16:20 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496520/pvc,,,,
07 Jul 2026 16:18 IST,PVC,"SNAPSHOT: Pakistan (Lahore) market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Pakistan (Lahore) market as of July 07, 2026 | Published: 07 Jul 2026 16:18 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496521/pvc,,,,
07 Jul 2026 16:16 IST,PVC,"Market Rumours: PP, PE, and PVC domestic updates of India","Category: PVC | Title: Market Rumours: PP, PE, and PVC domestic updates of India | Published: 07 Jul 2026 16:16 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496497/pvc,,,,
07 Jul 2026 16:13 IST,PVC,"SNAPSHOT: Pakistan (Karachi) market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Pakistan (Karachi) market as of July 07, 2026 | Published: 07 Jul 2026 16:13 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496522/pvc,,,,
07 Jul 2026 16:08 IST,PVC,"SNAPSHOT: Bangladesh market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Bangladesh market as of July 07, 2026 | Published: 07 Jul 2026 16:08 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496523/pvc,,,,
07 Jul 2026 16:05 IST,PVC,"SNAPSHOT: Sri Lanka market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Sri Lanka market as of July 07, 2026 | Published: 07 Jul 2026 16:05 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496524/pvc,,,,
07 Jul 2026 15:53 IST,PVC,"SNAPSHOT: Nepal market as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Nepal market as of July 07, 2026 | Published: 07 Jul 2026 15:53 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496525/pvc,,,,
07 Jul 2026 15:49 IST,PVC,"SNAPSHOT: Vietnam markets as of July 07, 2026","Category: PVC | Title: SNAPSHOT: Vietnam markets as of July 07, 2026 | Published: 07 Jul 2026 15:49 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496505/pvc,,,,
07 Jul 2026 15:46 IST,PVC,"Closing Price: Dalian Commodity Exchange As On July 7, 2026","Category: PVC | Title: Closing Price: Dalian Commodity Exchange As On July 7, 2026 | Published: 07 Jul 2026 15:46 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496496/pvc,,,,
07 Jul 2026 09:46 IST,PVC,Polyvinyl chloride (PVC) prices tumble in the GCC as ample supply outpaces demand,Category: PVC | Title: Polyvinyl chloride (PVC) prices tumble in the GCC as ample supply outpaces demand | Published: 07 Jul 2026 09:46 IST,N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496344/pvc,,,,
07 Jul 2026 07:35 IST,PVC,"Domestic prices of Polyvinyl chloride (PVC) China as of July 06, 2026","Category: PVC | Title: Domestic prices of Polyvinyl chloride (PVC) China as of July 06, 2026 | Published: 07 Jul 2026 07:35 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496285/pvc,,,,
07 Jul 2026 06:05 IST,PVC,"China domestic producer prices of Polyvinyl chloride (PVC) as of July 06, 2026","Category: PVC | Title: China domestic producer prices of Polyvinyl chloride (PVC) as of July 06, 2026 | Published: 07 Jul 2026 06:05 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496271/pvc,,,,
07 Jul 2026 05:25 IST,PVC,"Domestic prices of Polyvinyl chloride (PVC) Paste China as of July 06, 2026","Category: PVC | Title: Domestic prices of Polyvinyl chloride (PVC) Paste China as of July 06, 2026 | Published: 07 Jul 2026 05:25 IST",N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496265/pvc,,,,
07 Jul 2026 05:00 IST,PVC,KEM ONE operates chloralkali plants at normal capacity rates,Category: PVC | Title: KEM ONE operates chloralkali plants at normal capacity rates | Published: 07 Jul 2026 05:00 IST,N/A,N/A,N/A,N/A,https://www.polymerupdate.com/News/Details/1496336/pvc,,,,
07 Jul 2026 17:40 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Mumbai market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Mumbai market as of July 07, 2026 | Published: 07 Jul 2026 17:40 IST",52GB002,163360,161340,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496508/hdpe,,,,
07 Jul 2026 17:40 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Mumbai market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Mumbai market as of July 07, 2026 | Published: 07 Jul 2026 17:40 IST",46GP009,151520,149500,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496508/hdpe,,,,
07 Jul 2026 17:35 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Delhi market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Delhi market as of July 07, 2026 | Published: 07 Jul 2026 17:35 IST",52GB002,163360,161340,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496509/hdpe,,,,
07 Jul 2026 17:35 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Delhi market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Delhi market as of July 07, 2026 | Published: 07 Jul 2026 17:35 IST",46GP009,151520,149500,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496509/hdpe,,,,
07 Jul 2026 17:23 IST,rHDPE,[HIGHLIGHT - HDPE] A producer from Saudi Arabia offers High density polyethylene (HDPE Injection) in South Africa,Category: HDPE | Title: [HIGHLIGHT - HDPE] A producer from Saudi Arabia offers High density polyethylene (HDPE Injection) in South Africa | Published: 07 Jul 2026 17:23 IST,52GB002,163360,161340,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496544/hdpe,,,,
07 Jul 2026 17:23 IST,rHDPE,[HIGHLIGHT - HDPE] A producer from Saudi Arabia offers High density polyethylene (HDPE Injection) in South Africa,Category: HDPE | Title: [HIGHLIGHT - HDPE] A producer from Saudi Arabia offers High density polyethylene (HDPE Injection) in South Africa | Published: 07 Jul 2026 17:23 IST,46GP009,151520,149500,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496544/hdpe,,,,
07 Jul 2026 17:20 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Ahmedabad market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Ahmedabad market as of July 07, 2026 | Published: 07 Jul 2026 17:20 IST",52GB002,163360,161340,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496510/hdpe,,,,
07 Jul 2026 17:20 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Ahmedabad market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Ahmedabad market as of July 07, 2026 | Published: 07 Jul 2026 17:20 IST",46GP009,151520,149500,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496510/hdpe,,,,
07 Jul 2026 17:15 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Chennai market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Chennai market as of July 07, 2026 | Published: 07 Jul 2026 17:15 IST",52GB002,163360,161340,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496511/hdpe,,,,
07 Jul 2026 17:15 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Chennai market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Chennai market as of July 07, 2026 | Published: 07 Jul 2026 17:15 IST",46GP009,151520,149500,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496511/hdpe,,,,
07 Jul 2026 17:12 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Kolkata market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Kolkata market as of July 07, 2026 | Published: 07 Jul 2026 17:12 IST",52GB002,163360,161340,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496512/hdpe,,,,
07 Jul 2026 17:12 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Kolkata market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Kolkata market as of July 07, 2026 | Published: 07 Jul 2026 17:12 IST",46GP009,151520,149500,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496512/hdpe,,,,
07 Jul 2026 17:10 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Bangalore market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Bangalore market as of July 07, 2026 | Published: 07 Jul 2026 17:10 IST",52GB002,163360,161340,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496513/hdpe,,,,
07 Jul 2026 17:10 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Bangalore market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Bangalore market as of July 07, 2026 | Published: 07 Jul 2026 17:10 IST",46GP009,151520,149500,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496513/hdpe,,,,
07 Jul 2026 17:05 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Hyderabad market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Hyderabad market as of July 07, 2026 | Published: 07 Jul 2026 17:05 IST",52GB002,163360,161340,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496514/hdpe,,,,
07 Jul 2026 17:05 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Hyderabad market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Hyderabad market as of July 07, 2026 | Published: 07 Jul 2026 17:05 IST",46GP009,151520,149500,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496514/hdpe,,,,
07 Jul 2026 16:55 IST,rHDPE,"[HIGHLIGHT - HDPE] SNAPSHOT: Indore market as of July 07, 2026","Category: HDPE | Title: [HIGHLIGHT - HDPE] SNAPSHOT: Indore market as of July 07, 2026 | Published: 07 Jul 2026 16:55 IST",52GB002,163360,161340,"June 10 , 2026",https://www.polymerupdate.com/News/Details/1496515/hdpe,,,,
